,ROC AUC Score,PR AUC Score
Fall109,0.30772686433063795,0.10521198284298398
Fall110,0.4002263296869106,0.09208552171070464
Fall111,0.8139784946236559,0.4327094447046621
Fall112,0.7856429047301798,0.4158651379603393
Fall113,0.8295526149968494,0.36525687991124284
Fall114,0.6560386473429951,0.17225187554450155
Fall115,0.7555147058823529,0.2607941235094276
Fall116,0.8119846069268829,0.32369474201825077
Fall117,0.7831541218637993,0.42206721873436903
Fall118,0.6987099459009571,0.41070153730401676
Fall119,0.7455209024552091,0.2145314093989088
Fall120,0.7447422680412371,0.3121661232440912
Fall121,0.563918096292197,0.16323418359938338
Fall122,0.5562354312354313,0.2912428957590548
Fall123,0.5714285714285714,0.1832363073747511
Fall124,0.6116883116883117,0.22502967642839394
Fall125,0.36379769299023956,0.11095143269862927
Fall126,0.5400094696969697,0.20029515952092872
Fall127,0.5074056378404205,0.12826645095035577
Fall128,0.5991489361702127,0.17197158882250285
Fall129,0.5689488910318226,0.22499282513597346
Fall130,0.49543307086614174,0.1518286956378826
Fall131,0.32392241379310344,0.10808922993515911
Fall132,0.4089002795899348,0.13025050009876352
Fall133,0.4209653647752395,0.22986959573938737
Fall134,0.3112725844461901,0.15423150492945134
Fall135,0.33095238095238094,0.1146350912181451
Fall136,0.4976865240023135,0.1502853783527038
Fall137,0.4258156028368794,0.12470117740145945
Fall138,0.6008421052631578,0.15357094976358976
Fall139,0.43264367816091953,0.14108033746443627
Fall140,0.5533910533910534,0.17992370737124233
Fall141,0.3675847457627119,0.07728576665704222
Fall142,0.45506149479659413,0.13128378518873746
Fall143,0.448,0.13004497985948066
Fall144,0.37888071895424835,0.13267993649128643
Fall145,0.45716845878136203,0.12260852809458143
Fall146,0.43066370040786056,0.11715933987577967
Fall147,0.4720982142857143,0.16131474457969297
Fall148,0.4754901960784314,0.12036502046254127
Fall149,0.4576383154417836,0.14216696934710588
Fall150,0.28351340536214487,0.1311125112983813
Fall151,0.7478693181818181,0.24661006512258846
Fall152,0.708169014084507,0.22848119020998592
Fall153,0.7791666666666667,0.43777931241892454
Fall154,0.6332996292551398,0.2171261716684738
Fall155,0.7653033948142208,0.2956525209493719
Fall156,0.6630306603773585,0.28463592937249144
Fall157,0.6325757575757576,0.20638026492846867
Fall158,0.7317715188207423,0.35303839477542626
Fall159,0.7663151895126816,0.4402977758158677
Fall160,0.6862390846130684,0.24715983842142894
Fall161,0.8523035230352304,0.63101837876255
Fall162,0.7854030501089324,0.4011506424488951
Fall163,0.8560382916053019,0.49669209865748143
Fall164,0.7784946236559139,0.35073835732688274
Fall165,0.8440972222222223,0.520084241693145
Fall166,0.7905957943925234,0.40097252220574126
Fall167,0.7587448559670782,0.25933328038151576
Fall168,0.7782285327924273,0.4224143032246635
Fall169,0.826242469879518,0.340803323130101
Fall170,0.7454145267791636,0.3080378538793381
Fall171,0.422360248447205,0.10337437895476267
Fall172,0.5066413662239089,0.16940713296350396
Fall173,0.4949294532627866,0.12454870520944651
Fall174,0.5548289738430584,0.16207683347808394
Fall175,0.519409282700422,0.1897502199166497
Fall176,0.5123729562527618,0.16298478034751776
Fall177,0.5197044334975369,0.15189444296049
Fall178,0.5066929997805574,0.1576028067496559
Fall179,0.4712368168744008,0.13515252424931587
Fall180,0.5533364661654135,0.1539410449051357
Fall181,0.7942887361184559,0.39083517682364255
Fall182,0.7367938931297711,0.28756816827154325
Fall183,0.8772516726711271,0.47348494185465817
Fall184,0.6642271662763466,0.22894594173353466
Fall185,0.8664516129032258,0.3955279464646779
Fall186,0.4940944881889764,0.16632236127795122
Fall187,0.8670769230769231,0.5294449996413082
Fall188,0.8750510412413229,0.45660316236850473
Fall189,0.9025804924242424,0.5539074457026045
Fall190,0.8134018097334311,0.3487962638494963
Fall191,0.8628235294117648,0.44207446720362176
Fall192,0.7658278145695364,0.3791352949386385
Fall193,0.797107438016529,0.37994549780355974
Fall194,0.6745923913043479,0.2769487537702048
Fall195,0.7300936768149883,0.21969804077344754
Fall196,0.792890442890443,0.37264786074056105
Fall197,0.716955017301038,0.35210983526876405
Fall198,0.8109756097560975,0.3861488037196176
Fall199,0.6558310376492195,0.21499174440630625
Fall200,0.7854706000401366,0.35904473059759356
mean(std),"ROC AUC Score    0.655182
PR AUC Score     0.291828
dtype: float64(ROC AUC Score    0.164713
PR AUC Score     0.147400
dtype: float64)","ROC AUC Score    0.655182
PR AUC Score     0.291828
dtype: float64(ROC AUC Score    0.164713
PR AUC Score     0.147400
dtype: float64)"
